,Dates,8/9/2017,11/9/2017,12/9/2017,13/9/2017,14/9/2017,15/9/2017,18/9/2017,19/9/2017,20/9/2017,21/9/2017,22/9/2017,25/9/2017,26/9/2017,27/9/2017,28/9/2017,29/9/2017,2/10/2017,3/10/2017,4/10/2017,5/10/2017,6/10/2017,9/10/2017,10/10/2017,11/10/2017,12/10/2017,13/10/2017,16/10/2017,17/10/2017,18/10/2017,19/10/2017,20/10/2017,23/10/2017,24/10/2017,25/10/2017,26/10/2017,27/10/2017,30/10/2017,31/10/2017,1/11/2017,2/11/2017,3/11/2017,6/11/2017,7/11/2017,8/11/2017,9/11/2017,10/11/2017,13/11/2017,14/11/2017,15/11/2017,16/11/2017,17/11/2017,20/11/2017,21/11/2017,22/11/2017,23/11/2017,24/11/2017,27/11/2017,28/11/2017,29/11/2017,30/11/2017,1/12/2017,4/12/2017,5/12/2017,6/12/2017,7/12/2017,8/12/2017,11/12/2017,12/12/2017,13/12/2017,14/12/2017,15/12/2017,18/12/2017,19/12/2017,20/12/2017,21/12/2017,22/12/2017,25/12/2017,26/12/2017,27/12/2017,28/12/2017,29/12/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,15/1/2018,16/1/2018,17/1/2018,18/1/2018,19/1/2018,22/1/2018,23/1/2018,24/1/2018,25/1/2018,26/1/2018,29/1/2018,30/1/2018,31/1/2018,1/2/2018,2/2/2018,5/2/2018,6/2/2018,7/2/2018,8/2/2018,9/2/2018,12/2/2018,13/2/2018,14/2/2018,15/2/2018,16/2/2018,19/2/2018,20/2/2018,21/2/2018,22/2/2018,23/2/2018,26/2/2018,27/2/2018,28/2/2018,1/3/2018,2/3/2018,5/3/2018,6/3/2018,7/3/2018,8/3/2018,9/3/2018,12/3/2018,13/3/2018,14/3/2018,15/3/2018,16/3/2018,19/3/2018,20/3/2018,21/3/2018,22/3/2018,23/3/2018,26/3/2018,27/3/2018,28/3/2018,29/3/2018,30/3/2018,2/4/2018,3/4/2018,4/4/2018,5/4/2018,6/4/2018,9/4/2018,10/4/2018,11/4/2018,12/4/2018,13/4/2018,16/4/2018,17/4/2018,18/4/2018,19/4/2018,20/4/2018,23/4/2018,24/4/2018,25/4/2018,26/4/2018,27/4/2018,30/4/2018,1/5/2018,2/5/2018,3/5/2018,4/5/2018,7/5/2018,8/5/2018,9/5/2018,10/5/2018,11/5/2018,14/5/2018,15/5/2018,16/5/2018,17/5/2018,18/5/2018,21/5/2018,22/5/2018,23/5/2018,24/5/2018,25/5/2018,28/5/2018,29/5/2018,30/5/2018,31/5/2018,1/6/2018,4/6/2018,5/6/2018,6/6/2018,7/6/2018,8/6/2018,11/6/2018,12/6/2018,13/6/2018,14/6/2018,15/6/2018,18/6/2018,19/6/2018,20/6/2018,21/6/2018,22/6/2018,25/6/2018,26/6/2018,27/6/2018,28/6/2018,29/6/2018,2/7/2018,3/7/2018,4/7/2018,5/7/2018,6/7/2018,9/7/2018,10/7/2018,11/7/2018,12/7/2018,13/7/2018,16/7/2018,17/7/2018,18/7/2018,19/7/2018,20/7/2018,23/7/2018,24/7/2018,25/7/2018,26/7/2018,27/7/2018,30/7/2018,31/7/2018,1/8/2018,2/8/2018,3/8/2018,6/8/2018,7/8/2018,8/8/2018,9/8/2018,10/8/2018,13/8/2018,14/8/2018,15/8/2018,16/8/2018,17/8/2018,20/8/2018,21/8/2018,22/8/2018,23/8/2018,24/8/2018,27/8/2018,28/8/2018,29/8/2018,30/8/2018,31/8/2018,3/9/2018,4/9/2018,5/9/2018,6/9/2018,7/9/2018
700 HK 06/27/19 C370 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59.39,62.5,71.16,75.11,79.14,82.73,71.71,74.61,72.34,70.18,67.28,66,66,57.4,60.16,57.15,57.98,53.79,49.82,45.44,46.26,54.93,54.93,53.36,49.97,49.84,51.87,56.75,50.5,47.28,45.97,46.5,48.06,43.47,44.98,42.97,43.42,40.03,42.56,45.83,42.51,40.47,36.9,31.05,29.91,26.85,28.47,29.71,30.34,33.14,38.46,37.64,33.24,27.17,22.63,17.72,22.23,27.99,28.13,31.98,32.05,29.68,33.07,35.37,33.7,31.59,23.01,19.87,22.71,18.1,15.58,15.44
700 HK 06/27/19 C380 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.82,56.71,65.23,68.87,72.6,76.2,65.83,68.47,66.19,64.12,61.39,60.16,60.16,51.93,54.47,51.68,52.49,48.61,46.12,40.53,41.22,50.94,50.94,49.78,44.76,45.57,46.64,51.31,46.8,42.22,42.21,42.68,42.84,38.65,40.17,38.16,38.53,35.59,37.82,40.69,37.86,35.88,32.45,27,26.56,22.83,24.81,26.05,26.41,28.66,33.7,33.08,28.99,23.62,19.5,14.76,19.06,24.33,24.18,27.85,28.07,25.91,28.63,31.02,28.75,27.48,19.84,16.82,19.5,15.45,13.36,13.41
700 HK 06/27/19 C390 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.28,51.54,59.43,63.06,66.79,70.15,60.05,62.67,60.38,58.3,55.57,54.47,54.47,48.3,49.44,48.03,48.87,43.61,41.34,36.14,36.82,45.72,45.72,44.63,40.2,40.71,41.79,47.39,41.93,37.81,37.8,38.26,38.39,34.21,35.6,33.72,34.08,31.26,32.92,36.26,33.48,31.55,27.85,23.77,23.1,20.04,21.27,22.44,22.72,24.94,29.43,28.97,25.32,20.5,16.81,12.96,16.41,21.04,21.05,24.18,24.48,22.42,25.31,27.13,25.1,23.97,17.04,14.35,16.91,13.21,11.36,11.7
700 HK 06/27/19 C400 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45.28,47.93,54.22,57.51,61,64.37,54.88,57.22,56.62,53.02,52,49.41,49.41,43.45,45.82,43.19,43.99,39.24,36.95,32.05,32.6,41.25,41.25,40.25,35.79,36.6,37.38,42.75,37.52,33.53,33.47,33.86,33.98,30.26,31.6,29.79,30.07,27.6,28.82,31.98,29.73,27.67,23.95,20.79,20.16,17.4,18.4,19.47,19.7,21.43,25.67,25.32,21.95,17.76,14.44,11.01,14.14,18.1,18.25,20.96,21.2,19.5,21.77,23.66,21.86,20.86,14.63,12.21,14.62,11.22,9.7,9.92
700 HK 06/27/19 C410 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.93,43.35,50.69,54.07,55.87,58.96,51.38,53.77,51.43,49.42,46.8,45.77,45.77,39.07,41.45,38.8,39.61,34.96,32.92,28.43,28.98,36.99,36.99,35.89,31.98,32.85,33.28,38.38,33.41,29.9,29.84,30.22,30.32,26.61,27.96,26.13,26.41,24.08,25.83,28.34,26.09,24.39,21.37,17.87,17.16,15.13,16.07,16.85,16.79,18.45,22.23,22.08,19,15.41,12.39,9.3,11.96,15.57,15.53,18.02,18.42,16.71,19.03,20.58,19,17.94,12.51,10.55,12.37,9.53,8.18,8.62
700 HK 06/27/19 C420 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.6,39,46,48.99,52.39,55.56,46.51,48.78,46.55,44.69,42.32,41.39,41.39,34.92,37.09,34.66,35.41,31.37,29.32,25.04,25.47,33.1,33.1,32.23,28.36,29.28,29.65,34.34,29.78,26.31,26.22,26.6,26.69,23.4,24.55,22.96,23.17,21.15,22.5,24.82,22.96,21.45,18.98,15.56,15.22,12.87,13.8,14.57,14.48,15.76,19.26,19.36,16.37,13.28,10.71,7.83,10.25,13.29,13.44,15.54,15.92,14.44,16.39,17.75,16.46,15.54,10.73,8.85,10.64,8.04,6.97,6.97
700 HK 06/27/19 C430 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.02,35.05,41.64,44.62,47.71,50.58,42.36,44.43,42.17,40.31,37.93,37,37,31.32,33.42,31.06,31.82,27.79,25.93,22.15,22.58,29.5,29.5,28.64,25.18,25.91,26.21,30.72,26.32,23.41,23.31,23.62,23.69,20.48,21.64,20.04,20.24,18.3,19.78,21.9,20.05,18.53,16.48,13.3,13.15,11.16,11.84,12.42,12.24,13.44,16.54,16.69,14.09,11.45,9.09,6.59,8.59,11.37,11.5,13.25,13.64,12.28,14.12,15.44,14.29,13.27,9.08,7.47,8.95,6.81,5.81,6.3
700 HK 06/27/19 C440 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.47,31.48,37.51,40.27,43.36,46.23,38.22,40.08,37.88,36.21,34.1,33.33,33.33,27.75,29.84,27.51,28.23,24.84,23.05,19.33,19.7,26.2,26.2,25.55,22.28,23.01,23.3,27.22,23.42,20.51,20.41,20.72,20.79,17.88,18.85,17.49,17.64,16.03,17.27,19.01,17.53,16.22,14.2,11.34,11.4,9.46,10.13,10.71,10.51,11.41,14.23,14.43,12.05,9.76,7.81,5.41,7.35,9.66,9.79,11.37,11.72,10.57,12.07,13.17,12.36,11.44,7.72,6.32,7.65,5.68,4.96,4.96
700 HK 06/27/19 C450 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.39,28.04,33.93,36.51,39.19,41.89,34.65,36.39,34.28,32.61,30.5,29.73,29.73,24.88,26.69,24.63,25.32,21.98,20.18,17.09,17.42,23.32,23.32,22.68,19.61,20.17,20.4,24.33,20.52,18.14,18.03,18.27,18.32,15.61,16.58,15.22,15.36,13.76,15,16.75,15.27,13.95,12.25,9.81,9.69,8.14,8.61,9.04,8.8,9.66,12.13,12.37,10.33,8.33,6.54,4.62,6.1,8.2,8.32,9.65,10,8.9,10.36,11.39,10.64,9.73,6.68,5.32,6.42,4.82,4.11,4.4
700 HK 06/27/19 C460 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.55,25.19,30.35,32.93,35.61,38.13,31.08,32.82,30.69,29.02,27.2,26.58,26.58,22.01,23.82,21.76,22.46,19.47,17.95,14.86,15.18,20.5,20.5,20.03,17.36,17.91,18.14,21.44,18.24,15.89,15.78,16.01,16.06,13.49,14.32,13.16,13.26,12.02,12.98,14.48,13.22,12.13,10.53,8.43,8.27,6.9,7.36,7.79,7.53,8.14,10.38,10.64,8.75,7.08,5.61,3.81,5.21,6.95,7.07,8.21,8.52,7.65,8.77,9.68,9.1,8.31,5.63,4.44,5.43,3.96,3.5,3.5
700 HK 06/27/19 C470 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.86,22.36,27.41,29.57,32.04,34.57,28.09,29.52,27.6,26.14,24.31,23.7,23.7,19.56,21.08,19.34,19.95,17.25,15.72,13.05,13.29,18.27,18.27,17.82,15.11,15.66,15.89,19.08,15.99,13.9,13.79,13.97,14,11.79,12.57,11.45,11.55,10.31,11.27,12.67,11.52,10.41,8.98,7.18,7.08,5.87,6,6.54,6.26,6.86,8.77,9.03,7.49,5.97,4.74,3.21,4.33,5.84,5.93,6.95,7.26,6.4,7.52,8.3,7.85,7.07,4.75,3.69,4.57,3.38,2.92,2.92
700 HK 06/27/19 C480 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.66,19.96,24.55,26.71,28.98,31.14,25.25,26.67,24.74,23.26,21.44,20.96,20.96,17.34,18.86,17.12,17.73,15.08,13.83,11.37,11.61,16.05,16.05,15.6,13.39,13.8,13.97,16.84,14.05,12.21,12.09,12.27,12.3,10.08,10.87,9.77,9.84,8.91,9.64,10.96,9.85,8.96,7.73,6.09,5.84,4.99,5.15,5.6,5.33,5.73,7.49,7.77,6.27,5.09,3.97,2.61,3.65,4.95,5.05,5.85,6.11,5.48,6.29,7.05,6.55,5.97,3.95,3.09,3.81,2.79,2.43,2.43
700 HK 06/27/19 C490 EQUITY,PX_LAST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.47,17.77,21.9,23.86,26.13,28.3,22.53,23.83,21.98,20.74,19.2,18.73,18.73,15.2,16.64,15.01,15.52,13.41,12.15,9.85,10.01,14.16,14.16,13.85,11.7,12.11,12.27,14.8,12.36,10.52,10.41,10.57,10.61,8.81,9.43,8.52,8.59,7.66,8.39,9.47,8.6,7.71,6.5,5.21,4.98,4.17,4.29,4.72,4.44,4.83,6.25,6.51,5.38,4.22,3.37,2.2,3.05,4.09,4.17,4.97,5.22,4.59,5.41,5.98,5.62,5.09,3.35,2.52,3.22,2.34,2.05,2.5
